,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
119,1,1,99,2,354,2019-05-20,3.2,3,20
120,2,2,170,2,195,2019-07-01,2.03,1,318
121,1,2,400,2,16,2018-12-30,0.24,2,216
122,2,2,170,7,13,2019-06-26,0.12,1,224
123,2,2,100,4,25,2011-12-10,0.23,1,0
124,1,1,75,2,9,2018-10-05,0.08,1,324
125,1,1,90,1,9,2011-09-18,0.08,1,245
126,2,2,150,5,21,2017-08-15,0.19,1,189
127,2,1,85,15,36,2017-08-17,0.33,1,307
128,1,1,70,3,63,2019-05-14,0.58,2,310
129,2,2,120,3,155,2019-06-20,1.42,3,213
130,1,1,89,3,260,2019-07-03,2.35,1,278
131,2,2,185,5,73,2019-06-25,0.66,1,209
132,1,1,50,3,193,2019-05-20,1.86,1,0
133,2,2,105,3,32,2019-06-14,0.29,1,16
134,2,1,130,2,50,2019-05-26,0.45,3,234
135,2,2,115,29,26,2019-07-01,0.25,1,12
136,1,1,77,2,2,2019-01-01,0.02,1,178
137,1,1,76,2,426,2019-06-24,3.89,3,275
138,1,2,125,3,227,2019-06-23,2.09,2,163
139,1,1,135,4,84,2019-07-01,0.77,3,365
140,1,2,250,29,3,2017-07-30,0.03,1,34
141,1,2,199,3,10,2018-06-11,0.1,1,280
142,1,2,140,2,4,2016-04-24,0.04,1,0
143,3,1,140,2,1,2011-09-19,0.01,1,1
144,1,2,115,3,124,2019-06-20,1.72,2,170
145,1,2,160,3,11,2019-07-02,0.11,1,188
146,1,2,195,4,240,2019-06-17,2.19,1,214
147,2,2,195,3,30,2019-06-17,0.28,1,248
148,1,1,80,3,200,2019-06-22,1.86,4,262
149,1,1,44,8,27,2019-06-29,1.05,5,280
150,2,1,156,4,79,2019-06-22,0.74,1,307
151,1,1,85,15,9,2013-05-10,0.09,1,339
152,1,1,125,3,155,2019-06-13,1.61,1,1
153,1,2,115,15,4,2018-08-27,0.05,1,269
154,2,1,69,2,34,2017-05-29,0.32,1,10
155,2,2,225,45,134,2019-03-31,1.24,1,312
156,1,2,125,6,27,2018-12-27,0.25,1,189
157,2,2,219,4,126,2019-06-26,1.16,2,290
158,1,2,475,3,23,2018-12-31,0.27,1,230
159,2,2,99,1,234,2019-06-08,2.6,2,164
160,1,1,69,4,202,2019-05-28,1.86,2,53
161,3,1,79,30,28,2019-04-12,0.26,1,126
162,1,2,135,2,309,2019-06-22,2.86,2,3
163,1,1,250,3,14,2011-04-25,0.13,1,189
164,2,2,250,3,4,2016-09-23,0.08,1,365
165,1,2,250,2,80,2019-07-06,2.17,1,0
166,2,2,80,3,2,2015-11-02,0.04,1,0
167,1,1,70,2,294,2019-06-24,3.47,3,336
168,1,2,165,2,150,2019-06-18,1.4,3,342
169,4,1,70,2,166,2019-06-13,1.66,1,312
170,1,1,50,2,47,2019-06-19,0.94,1,37
171,5,1,40,1,219,2019-07-04,2.04,3,353
172,1,2,150,2,193,2016-07-06,1.78,1,177
173,2,1,125,1,84,2019-06-23,0.78,4,310
174,2,2,196,3,114,2019-06-20,1.06,1,0
175,1,1,110,2,213,2019-06-24,2.0,2,321
176,2,2,170,3,86,2019-06-01,0.8,1,246
177,2,2,165,3,80,2019-05-26,0.75,3,231
178,2,2,150,26,38,2016-04-20,0.36,1,225
179,2,2,100,2,18,2018-12-17,1.79,1,0
180,1,1,65,2,206,2019-06-30,1.92,2,0
181,3,2,350,8,10,2019-05-12,0.11,5,365
182,2,1,99,4,122,2019-05-14,1.18,2,233
183,1,2,200,4,33,2019-04-08,0.58,1,1
184,1,2,150,5,52,2019-06-05,0.5,1,18
185,1,1,90,3,126,2019-05-19,1.17,4,343
186,1,1,120,3,51,2019-06-24,0.48,3,250
187,2,1,75,3,199,2019-06-24,1.85,1,326
188,1,2,175,26,30,2012-09-03,0.29,1,364
189,2,2,125,3,3,2015-07-17,0.03,1,0
190,2,2,275,1,41,2019-06-26,0.38,1,299
191,2,2,299,2,109,2019-06-15,1.04,1,207
192,1,2,135,5,151,2019-06-22,1.43,3,162
193,2,1,130,14,0,,,2,0
194,2,1,83,1,285,2019-06-22,2.69,1,7
195,2,1,123,1,375,2019-06-18,3.52,1,328
196,3,1,55,2,52,2019-05-20,0.49,2,365
197,2,2,195,5,10,2019-07-01,1.01,1,0
198,1,1,80,2,11,2017-11-13,0.48,1,0
199,3,2,98,30,33,2015-05-09,0.31,5,240
200,3,1,140,7,6,2015-10-08,0.06,5,365
201,3,2,265,7,38,2019-04-27,0.38,5,365
202,1,2,249,2,358,2019-06-20,3.44,2,164
203,2,3,105,6,10,2014-01-07,0.09,1,363
204,2,1,200,30,0,,,1,365
205,1,1,100,2,226,2019-06-06,2.12,3,250
206,2,2,121,1,104,2019-06-22,1.0,5,247
207,5,1,45,1,138,2019-06-30,1.45,3,323
208,2,1,100,5,204,2019-06-23,1.92,1,192
209,1,2,140,2,253,2019-07-02,3.04,1,125
210,1,1,71,2,23,2019-07-01,0.22,1,91
211,2,1,130,2,115,2018-12-05,1.17,1,75
212,2,2,199,5,129,2019-05-19,1.22,1,286
213,1,1,69,4,82,2019-06-10,1.13,2,60
214,1,1,68,3,37,2018-12-31,0.35,1,0
215,2,2,130,1,204,2019-07-01,2.04,1,192
216,1,2,195,2,69,2019-06-13,0.65,1,58
217,2,1,64,1,192,2019-06-03,1.84,5,245
218,3,2,140,2,17,2019-06-17,0.16,1,292
219,1,2,159,2,222,2019-06-24,2.12,1,279
220,2,2,189,3,205,2019-06-23,1.96,1,0
221,2,2,250,3,94,2019-06-09,0.96,1,3
222,2,2,239,3,7,2019-05-24,0.07,1,351
223,2,2,305,2,108,2019-06-30,1.09,1,201
224,2,2,155,3,222,2019-06-26,2.1,2,232
225,2,1,60,1,458,2019-07-03,4.58,2,258
226,1,1,135,2,21,2019-05-17,0.26,1,272
227,2,1,120,7,17,2019-05-08,0.3,1,341
228,2,2,150,3,41,2019-01-02,0.39,1,244
229,3,2,140,14,1,2012-09-17,0.01,5,365
230,1,2,135,2,69,2019-05-19,0.67,1,12
231,2,2,250,4,18,2019-07-01,0.18,2,265
232,2,2,250,30,82,2016-01-05,0.78,1,0
233,2,2,500,4,94,2019-06-23,0.99,1,329
234,2,2,225,5,10,2019-05-11,0.1,1,91
235,2,2,125,28,183,2018-09-29,1.83,2,365
236,2,1,92,1,189,2019-06-11,1.82,5,253
237,2,1,175,2,1,2018-10-07,0.11,1,365
238,2,2,99,2,127,2019-06-20,1.22,1,320
239,2,2,195,4,4,2017-08-25,0.04,1,0
240,2,2,140,3,135,2019-06-20,1.3,3,192
241,2,2,135,2,21,2015-12-12,0.2,1,0
242,2,2,500,2,35,2017-07-27,0.34,1,348
243,2,1,80,14,10,2019-06-01,2.21,2,0
244,2,1,120,4,171,2019-06-23,1.8,2,353
245,2,2,110,200,92,2019-04-30,0.9,1,140
246,1,2,65,3,238,2019-06-14,2.3,1,2
247,2,2,130,50,56,2019-05-26,0.58,1,56
248,1,2,99,3,111,2019-06-22,2.13,1,68
249,4,1,36,2,193,2019-06-25,1.85,6,360
250,4,1,37,2,147,2019-06-10,1.44,6,0
251,4,1,37,2,177,2019-07-02,1.71,6,320
252,2,2,175,3,185,2019-05-24,1.78,2,326
253,2,2,205,9,62,2019-06-21,0.7,2,76
254,1,2,285,3,124,2019-06-16,1.22,3,279
255,1,1,59,2,181,2019-06-23,1.77,2,15
256,4,1,36,2,333,2019-07-02,3.19,6,340
257,3,2,99,5,441,2019-06-24,4.5,1,226
258,1,1,39,1,45,2019-05-16,0.46,2,365
259,1,1,60,14,9,2016-08-29,0.09,2,0
260,5,1,90,2,0,,,7,349
261,5,2,105,2,38,2019-06-27,0.5,13,365
262,1,2,135,2,248,2019-06-25,2.39,2,11
263,2,2,390,5,143,2019-06-19,1.38,2,316
264,1,1,70,3,36,2018-08-19,0.41,4,281
265,2,1,75,7,0,,,2,323
266,1,1,60,17,14,2019-01-07,0.14,4,362
267,2,2,200,3,0,,,1,0
268,1,1,100,3,279,2019-06-24,2.69,1,301
269,1,1,70,4,18,2019-01-02,0.22,4,189
270,1,1,110,6,50,2019-05-26,3.55,1,0
271,1,1,60,2,227,2019-06-27,2.27,2,287
272,2,2,90,14,1,2019-01-02,0.16,1,14
273,2,1,68,2,203,2019-06-23,1.96,2,86
274,2,2,115,2,210,2019-07-06,2.1,1,261
275,1,1,75,5,64,2019-01-05,0.67,1,68
276,1,1,60,3,0,,,1,0
277,2,2,129,7,5,2019-01-03,0.15,1,231
278,1,2,130,10,49,2019-06-29,0.48,1,152
279,1,2,95,4,132,2019-07-07,1.27,1,46
280,2,1,75,3,20,2019-01-02,0.26,1,364
281,1,2,175,2,11,2013-05-02,0.11,1,246
282,1,2,190,3,51,2019-07-01,0.57,1,288
283,1,1,49,21,15,2019-06-30,0.15,5,331
284,2,2,212,3,67,2019-06-25,1.31,1,51
285,2,1,95,1,109,2019-06-23,1.11,3,364
286,1,2,140,2,9,2019-02-16,0.11,1,254
287,2,2,135,6,187,2019-06-23,1.87,1,189
288,1,2,150,2,214,2019-06-23,2.08,2,263
289,1,2,190,3,69,2019-07-01,0.79,2,258
290,2,2,124,28,22,2019-06-15,0.26,1,103
291,1,2,135,30,56,2019-05-06,0.56,1,42
292,2,1,122,3,93,2019-06-22,0.93,1,246
293,2,1,109,1,104,2019-06-25,1.05,2,364
294,2,1,85,30,64,2018-07-06,0.68,1,318
295,1,2,145,3,127,2019-06-24,1.25,2,72
296,2,2,195,11,30,2019-06-13,0.32,1,249
297,1,2,250,2,106,2019-06-27,1.34,3,272
298,1,1,125,3,6,2016-11-13,0.1,1,325
299,2,2,575,2,191,2019-06-20,1.88,1,298
300,2,2,150,30,48,2019-06-11,0.55,1,35
301,1,1,70,5,47,2019-06-29,0.49,1,203
302,2,1,90,2,120,2019-06-30,1.27,1,132
303,2,1,65,3,52,2019-01-10,0.63,1,5
304,2,2,500,2,48,2019-06-16,0.48,4,297
305,2,2,250,3,32,2019-05-24,0.43,2,276
306,2,2,125,25,43,2019-06-17,0.42,1,102
307,2,2,200,30,39,2019-06-25,0.44,1,251
308,1,2,229,1,50,2014-05-13,0.5,1,188
309,5,2,90,30,4,2019-01-02,0.35,2,346
310,2,2,110,13,38,2019-02-15,0.39,1,0
311,1,1,59,3,29,2019-06-16,0.36,1,15
312,1,2,195,4,59,2019-06-23,0.6,1,71
313,1,2,169,1,68,2019-06-07,0.67,2,215
314,2,2,113,14,26,2015-11-25,0.27,3,253
315,2,2,250,14,31,2012-08-22,0.31,1,78
316,3,2,115,2,198,2019-05-31,2.01,1,257
317,1,1,55,2,1,2011-03-28,0.01,1,0
318,1,1,69,2,220,2019-06-22,2.17,2,8
319,2,2,150,3,286,2019-06-27,2.81,1,191
320,1,2,169,2,398,2019-06-28,3.97,3,182
321,1,1,179,3,36,2019-07-01,0.36,28,79
322,2,1,150,3,36,2019-06-14,0.36,1,49
323,1,2,135,4,6,2016-02-05,0.1,1,0
324,1,2,350,6,14,2019-04-20,0.3,1,156
325,1,1,120,14,76,2019-03-31,0.76,6,343
326,2,1,71,2,182,2019-07-04,1.81,1,200
327,1,1,349,3,8,2016-03-27,0.09,28,60
328,1,1,349,3,7,2019-05-24,0.07,28,60
329,1,2,165,30,34,2018-09-25,0.51,2,189
330,1,1,249,3,2,2011-05-12,0.02,28,60
331,1,1,100,3,66,2016-09-16,0.68,2,0
332,1,2,200,3,80,2019-06-30,0.85,2,106
333,2,2,169,4,240,2019-06-06,2.4,1,276
334,1,2,185,3,46,2019-07-02,1.07,1,248
335,1,2,65,2,228,2019-06-10,2.27,1,194
336,1,2,130,35,5,2018-09-03,0.05,1,135
337,1,2,199,30,8,2018-08-26,0.11,1,30
338,2,2,225,2,33,2019-01-02,0.33,1,0
339,1,1,179,3,13,2019-06-27,0.14,28,81
340,1,2,150,5,5,2018-07-22,0.05,1,0
341,2,2,139,1,388,2019-06-26,3.88,1,142
342,2,1,95,3,223,2019-06-23,2.22,2,60
343,1,2,79,15,11,2019-01-14,0.11,5,179
344,2,2,150,2,151,2019-06-24,1.51,2,52
345,1,2,650,5,0,,,3,365
346,1,2,90,3,218,2019-06-28,2.26,4,324
347,1,2,120,2,75,2019-06-23,0.76,2,237
348,3,1,80,1,42,2019-07-06,1.21,2,365
349,1,2,100,90,0,,,1,365
350,1,2,175,2,370,2019-07-05,3.74,1,204
351,1,2,120,5,104,2019-06-21,1.04,1,272
352,1,2,140,7,13,2016-07-18,0.13,1,0
353,1,2,200,5,4,2018-12-26,0.07,1,9
354,1,1,165,4,11,2019-06-07,0.11,3,365
355,2,2,125,4,1,2012-01-03,0.01,3,181
356,2,2,130,30,19,2018-06-11,0.19,1,189
357,2,3,65,7,131,2019-05-26,1.31,2,0
358,1,2,123,30,15,2019-05-01,0.15,1,189
359,2,1,67,2,136,2019-06-17,1.37,1,296
360,3,1,50,1,43,2019-07-08,0.45,1,88
361,1,2,130,7,98,2019-06-28,0.99,1,35
362,1,1,100,3,31,2019-03-01,0.31,1,0
363,2,2,212,21,45,2018-01-01,0.46,1,35
364,1,2,190,3,124,2019-06-26,1.76,1,359
365,1,1,599,3,9,2018-05-19,0.09,28,60
366,2,2,249,5,166,2019-05-27,1.68,2,365
367,3,1,70,27,13,2015-09-21,0.13,1,335
368,1,2,100,30,15,2019-01-05,0.16,5,282
369,2,1,60,3,380,2019-06-26,3.83,2,247
370,1,2,135,2,86,2019-06-16,0.87,1,102
371,1,2,175,3,248,2019-06-20,2.53,3,274
372,2,2,120,5,49,2019-06-19,0.56,1,201
373,2,2,169,18,54,2019-07-03,0.57,1,98
374,1,2,165,7,3,2013-01-01,0.03,1,157
375,2,1,90,1,1,2016-01-02,0.02,1,0
376,2,2,225,2,56,2018-12-28,0.57,1,312
377,1,1,95,2,163,2019-05-24,1.66,2,331
378,1,1,55,2,247,2019-06-21,2.51,2,275
379,2,1,85,10,116,2019-05-11,1.17,1,174
380,1,2,199,14,27,2019-05-19,0.28,2,223
381,2,2,211,1,52,2019-06-08,0.6,3,361
382,2,2,145,6,39,2018-09-24,0.4,1,0
383,2,1,65,14,35,2019-06-01,0.35,1,283
384,2,2,99,1,320,2019-06-23,3.23,1,220
385,3,2,110,4,30,2019-06-16,0.32,1,363
386,1,2,80,3,225,2019-06-24,2.27,4,315
387,1,2,150,30,95,2018-05-26,0.96,1,281
388,1,2,110,4,70,2019-06-28,0.75,1,283
389,2,1,290,2,35,2019-01-03,0.36,1,20
390,2,1,87,2,0,,,1,0
391,1,2,190,4,50,2019-07-02,0.51,1,331
392,1,2,200,2,29,2019-06-23,0.31,1,36
393,1,2,165,2,23,2016-05-02,0.23,2,7
394,2,2,110,2,142,2019-06-16,1.44,2,301
395,2,2,395,2,70,2019-07-01,0.73,1,170
396,1,1,99,2,38,2019-06-03,0.54,2,307
397,1,1,39,1,82,2019-05-19,0.94,2,365
398,2,2,189,2,403,2019-07-07,4.1,3,201
399,2,1,85,1,3,2014-11-06,0.03,1,0
400,1,2,260,30,3,2014-08-04,0.03,1,316
401,2,2,122,1,116,2019-06-13,1.18,5,271
402,1,2,165,2,175,2019-07-07,1.79,1,139
403,3,2,97,3,28,2019-07-01,1.21,3,209
404,2,2,170,4,24,2017-12-26,0.25,1,0
405,1,2,125,2,15,2016-06-06,0.15,1,0
406,2,1,130,4,105,2019-06-06,1.07,1,193
407,1,2,225,10,22,2019-05-30,0.38,1,52
408,1,1,50,2,263,2019-06-24,2.69,2,136
409,1,2,170,3,86,2019-06-20,0.91,2,286
410,2,2,132,4,10,2017-01-01,0.1,1,0
411,1,2,250,7,18,2019-05-27,0.21,1,18
412,1,2,141,5,8,2018-07-08,0.21,1,9
413,1,2,64,20,70,2019-01-31,0.73,1,3
414,1,2,249,3,150,2019-07-05,1.55,1,277
415,1,1,79,2,115,2017-05-25,1.18,1,0
416,2,2,185,2,69,2019-05-26,0.71,1,233
417,1,2,120,3,232,2019-06-22,2.41,1,221
418,1,2,495,1,35,2018-01-13,0.41,1,355
419,2,2,375,3,18,2013-10-01,0.21,1,0
420,2,2,175,3,68,2019-06-10,0.69,1,277
421,2,2,150,4,22,2014-11-10,0.23,1,0
422,2,2,259,8,17,2019-05-18,0.17,1,343
423,2,1,96,1,34,2016-01-05,0.58,1,0
424,1,2,145,7,8,2014-06-06,0.08,1,0
425,2,2,200,4,0,,,1,0
426,2,2,95,5,2,2018-07-06,0.08,1,0
427,1,2,250,4,52,2019-04-27,0.72,1,188
428,2,2,295,2,74,2019-06-16,0.76,2,264
429,2,2,175,3,18,2013-05-31,0.19,1,0
430,1,2,451,2,72,2019-05-11,0.86,1,331
431,2,2,165,2,191,2019-06-29,2.18,1,236
432,2,2,250,4,0,,,1,0
433,5,2,77,1,197,2019-06-23,2.49,1,309
434,2,2,250,4,19,2019-07-06,0.2,1,0
435,3,2,129,1,414,2019-07-03,4.34,1,245
436,1,1,98,2,8,2018-12-11,0.09,4,0
437,1,2,150,2,0,,,1,8
438,2,1,95,7,25,2019-02-12,0.3,1,359
439,2,1,55,3,119,2019-05-28,1.22,5,333
440,2,2,300,2,203,2019-07-06,2.14,3,258
441,3,1,42,40,53,2018-11-16,0.55,3,236
442,1,2,125,2,104,2019-06-16,1.09,1,22
443,2,1,175,3,175,2019-06-28,1.8,1,236
444,2,1,75,3,38,2018-05-08,0.42,3,365
445,1,2,255,45,39,2019-05-02,0.5,1,89
446,1,2,72,31,88,2019-06-16,0.91,1,164
447,1,1,165,1,27,2017-10-08,0.28,4,311
448,1,2,165,5,117,2019-06-29,1.28,1,23
449,1,1,75,3,43,2019-05-20,0.44,2,365
450,1,2,130,5,4,2015-03-13,0.05,1,0
451,1,2,139,2,385,2019-06-29,4.0,1,222
452,1,1,88,1,64,2019-07-01,0.68,3,238
453,1,1,80,1,39,2019-06-24,0.41,3,218
454,2,1,150,2,37,2019-07-03,1.79,1,0
455,2,2,200,3,10,2019-01-01,0.12,1,0
456,2,2,200,2,103,2019-06-24,1.08,1,235
457,3,1,42,40,41,2019-06-01,0.43,3,246
458,1,1,90,6,3,2014-08-31,0.03,1,0
459,2,2,295,3,227,2019-06-26,2.33,1,247
460,1,2,450,5,37,2018-12-27,0.79,1,15
461,1,2,130,2,29,2019-06-28,0.35,1,119
462,1,1,89,3,205,2017-12-31,2.31,3,0
463,2,2,198,5,42,2019-06-03,0.44,2,234
464,2,2,99,2,280,2019-07-05,2.92,3,257
465,1,1,46,4,86,2019-06-08,0.89,3,350
466,2,1,140,2,54,2019-06-16,0.56,1,221
467,1,2,500,7,7,2018-08-29,0.07,1,0
468,2,1,75,5,57,2019-01-01,0.59,2,201
469,3,1,33,44,31,2019-05-01,0.32,3,161
470,2,2,250,31,188,2018-08-23,1.94,1,259
471,1,1,60,3,480,2019-07-07,6.7,1,0
472,2,1,75,2,34,2019-06-15,0.35,1,222
473,1,2,350,5,6,2015-08-08,0.06,1,0
474,2,2,205,9,3,2018-05-13,0.04,2,76
475,1,2,219,5,2,2014-08-31,0.03,1,0
476,1,1,60,1,20,2018-08-24,0.21,6,258
477,2,2,185,2,129,2019-06-07,1.33,1,14
478,2,2,190,3,147,2019-06-30,1.6,1,27
479,1,2,105,28,101,2019-07-01,1.06,1,167
480,2,2,250,2,11,2016-01-02,0.12,2,68
481,2,2,175,65,11,2013-10-15,0.12,1,358
482,2,1,65,2,41,2019-06-16,0.43,2,59
483,1,2,75,2,87,2017-04-18,1.09,1,0
484,5,1,37,4,117,2019-05-21,1.21,1,232
485,1,2,85,2,86,2019-05-16,0.89,2,15
486,1,2,106,7,0,,,2,0
487,2,2,79,2,15,2016-02-15,0.16,1,0
488,1,1,85,2,35,2019-07-02,0.55,2,161
489,2,1,170,2,17,2015-10-01,0.18,2,88
490,2,1,115,3,3,2016-02-15,0.04,2,337
491,2,1,89,5,43,2018-01-03,0.47,2,247
492,2,3,49,3,168,2019-07-06,4.6,1,248
493,1,1,91,3,241,2019-06-24,2.49,1,287
494,2,2,400,2,105,2019-06-23,1.13,1,304
495,1,2,150,2,11,2018-10-28,0.46,1,0
496,2,2,2000,30,30,2018-05-05,0.33,11,0
497,1,2,97,3,31,2018-10-23,0.32,1,193
498,2,1,100,4,49,2019-05-07,0.51,2,43
499,1,2,179,4,23,2019-04-13,0.24,1,25
500,1,2,500,2,20,2019-06-24,0.21,2,127
501,2,2,429,10,18,2019-06-24,0.9,1,0
502,2,2,189,6,90,2019-06-23,0.95,1,303
503,2,1,120,2,99,2019-06-27,1.04,1,345
504,2,2,300,1,6,2019-06-28,0.06,3,115
505,3,2,107,30,21,2018-12-01,0.22,8,200
506,3,2,95,30,24,2019-04-04,0.26,8,271
507,2,2,199,2,111,2019-06-02,1.17,1,12
508,2,2,120,2,86,2019-06-20,0.91,1,268
509,2,2,199,15,66,2019-04-29,0.69,2,89
510,5,2,125,2,271,2019-06-20,2.84,2,347
511,1,1,70,2,227,2019-06-18,2.4,1,37
512,1,1,75,4,80,2019-07-06,1.55,1,0
513,2,1,100,30,5,2018-12-03,0.07,1,359
514,1,2,99,2,187,2019-06-10,1.97,2,287
515,2,2,250,1,2,2015-08-28,0.02,1,0
516,1,2,350,6,1,2016-01-01,0.02,1,233
517,1,2,170,3,67,2018-10-20,0.7,1,129
518,2,2,165,1,63,2018-01-12,0.68,1,0
519,2,1,99,1,89,2019-07-01,1.0,1,353
